id,name,description,is_active,need_approval,created_at,updated_at,role_id,reports_to_role_id
563,accepted-domains.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
564,accepted-domains.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
565,accepted-domains.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
566,appreciations.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
567,appreciations.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
568,appreciations.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
569,appreciations.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
570,appreciations.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
571,campaigns.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
572,campaigns.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
573,campaigns.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
574,campaigns.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
575,campaigns.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
576,comments.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
577,comments.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
578,comments.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
579,comments.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
580,comments.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
581,contents.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
582,contents.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
583,contents.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
584,contents.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
585,contents.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
586,general.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
587,general.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
588,general.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
589,general.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
590,general.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
591,media.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
592,media.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
593,media.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
594,media.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
595,media.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
596,messages.destroy,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
597,messages.index,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
598,messages.show,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
599,messages.store,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
600,messages.update,null,0,1,9/25/2023 8:04,9/25/2023 8:04,8,7
